Age,SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,NewAdditions,DiffSizes,EditDistances,CriticalEditDistances,TangledWMoveandFileRename,Buggycommiit,PotentiallyBuggycommit,RiskyCommit,file,Decision,Detection,result
792,3#3#3,0.9225170612335205#0.8906223177909851#0.8906223177909851,0.9733985979609056#0.9639068975303662#0.9639068975303662,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,12.0#12.0#12.0,133.59722900390625#133.59722900390625#133.59722900390625,0#0#0,0#0#0,0#0#0,0#1#146,0#2#0,0#4#0,0#5#0,0#5#0,0#75#392,0#0#0,0#0#0,0#0#0,3270.json,NotBuggy,NotBuggy,
776,4,0.8860810399055481,0.9683260658413014,0,0,0,1,2.0,0,1,19.0,125.79222106933594,0,0,0,0,0,0,0,0,0,0,0,0,1363.json,NotBuggy,NotBuggy,
958,3,0.9449957609176636,0.8988900294260261,0,0,0,1,1.89,0,0,14.0,132.4454345703125,0,0,0,0,0,0,0,0,0,0,0,0,1399.json,NotBuggy,NotBuggy,
790,3,0.9263728857040405,0.9032596498004435,0,0,0,1,1.89,0,0,17.0,131.28770446777344,0,0,0,0,0,0,0,0,0,0,0,0,2047.json,NotBuggy,NotBuggy,
1189,4#4#4#6,0.4250689446926117#0.4250689446926117#0.4461619555950165#0.8089832663536072,0.25600358069210316#0.25600358069210316#0.26129845277690666#0.8412390329586883,1#1#1#0,1#1#1#0,2#2#2#0,2#2#2#1,2.0#2.0#2.0#3.02,0#0#0#1,1#1#1#2,35.0#35.0#35.0#28.0,121.82011413574219#121.82011413574219#121.82011413574219#117.0948257446289,0#0#0#1,1#1#1#1,0#0#0#0,0#39#126#188,0#0#1#6,0#0#2#9,0#0#2#173,0#0#0#125,0#124#126#5,0#0#0#0,0#0#0#0,0#0#0#0,5670.json,NotBuggy,NotBuggy,
1011,14#14#3#3#3#3,0.04550866782665253#0.017975594848394394#0.0#0.0#0.0#0.0,2.043534529800526E-4#6.414870652594194E-5#0.1019677293686583#0.10137539850070558#0.1657427551100252#0.1648324428064418,1#1#0#0#0#0,1#1#0#0#0#0,2#2#0#0#0#0,2#2#1#1#1#1,2.8#2.8#1.89#1.89#1.89#1.89,1#1#0#0#0#0,8#8#3#3#2#2,97.0#102.0#38.0#38.0#35.0#35.0,95.41630554199219#95.07968139648438#126.28292083740234#126.28292083740234#126.78941345214844#126.78941345214844,0#0#0#0#0#0,3#4#4#4#4#4,5#5#0#0#0#0,0#250#438#442#445#778,0#2#2#1#1#1,0#4#15#2#2#2,0#19#394#8#9#11,0#20#349#8#9#11,0#16#35#227#122#68,0#0#0#0#0#0,0#0#1#0#0#1,0#0#1#0#0#1,2756.json,NotBuggy,NotBuggy,
842,3,0.6196519732475281,0.9184681294356379,0,0,0,1,1.89,0,0,15.0,132.25152587890625,0,0,0,0,0,0,0,0,0,0,0,0,4311.json,NotBuggy,NotBuggy,
1293,12#13#13#14#16#16#16,0.29654791951179504#0.2819581627845764#0.2788098156452179#0.28349998593330383#0.0774834007024765#0.0774834007024765#0.03895413503050804,0.03590770088426834#0.052690874896015275#0.15091129384695345#0.14845477450805464#2.6891485137819926E-4#2.6891485137819926E-4#7.333002776133212E-5,2#2#2#2#2#2#2,2#2#2#2#2#2#2,4#4#4#4#4#4#4,3#3#3#3#3#3#3,7.66#10.48#5.24#5.11#4.84#4.84#4.84,1#1#1#1#1#1#1,3#3#3#4#4#4#4,67.0#67.0#67.0#73.0#110.0#110.0#115.0,99.97087097167969#98.67417907714844#98.67417907714844#96.9256591796875#92.40869903564453#92.40869903564453#92.09968566894531,0#0#0#0#0#0#0,1#1#1#1#1#1#2,2#2#2#2#2#2#2,0#139#230#416#418#418#705,0#0#13#3#6#0#4,0#0#26#3#10#0#8,0#12#144#65#142#0#41,0#0#0#43#136#0#32,0#109#126#11#34#0#91,0#0#0#0#0#0#0,0#0#0#1#0#0#0,0#0#0#1#0#0#0,1022.json,NotBuggy,NotBuggy,
1011,26#26#26,0.005368626676499844#0.0026507675647735596#0.0026507675647735596,4.1966043541188015E-8#3.2328292286195695E-8#3.183746166336695E-8,3#3#3,2#2#2,5#5#5,6#6#6,3.63#3.63#3.63,2#2#2,10#10#10,159.0#161.0#161.0,81.18311309814453#81.13822937011719#81.13822937011719,0#0#0,3#3#3,6#6#6,0#92#495,0#2#3,0#4#6,0#36#21,0#36#21,0#21#367,0#0#1,0#1#1,0#0#1,5171.json,Buggy,NotBuggy,NotBuggy
980,3#3,0.7087037563323975#0.6932901740074158,0.8120108197554842#0.7534584816740862,0#0,0#0,0#0,1#1,1.89#1.89,0#0,0#0,19.0#19.0,130.236328125#130.236328125,0#0,2#2,0#0,0#22,0#3,0#6,0#12,0#0,0#16,0#0,0#0,0#0,1403.json,NotBuggy,NotBuggy,
1016,3#3#3,0.9253777861595154#0.9253777861595154#0.9277846813201904,0.8575050495199972#0.8575050495199972#0.8535546601965175,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,18.0#18.0#18.0,130.7338104248047#130.7338104248047#130.7338104248047,0#0#0,1#1#1,0#0#0,0#5#172,0#0#1,0#0#2,0#0#8,0#0#8,0#251#218,0#0#0,0#0#0,0#0#0,4381.json,NotBuggy,NotBuggy,
1205,12#13#12#13#22#22#22#22#27#27#29#29#29#29,0.0626550167798996#0.07013135403394699#0.0422646626830101#0.07826375961303711#0.0037559974007308483#0.003292002249509096#0.003654248546808958#0.0026526800356805325#5.290533299557865E-4#4.40640258602798E-4#2.92311335215345E-4#2.942131250165403E-4#2.904217690229416E-4#1.9884355424437672E-4,2.5223275649334144E-5#4.231733727308296E-5#2.270301146969912E-5#2.1617203579357364E-6#8.623778714597745E-11#3.227889270297873E-11#3.232717214739459E-11#3.161052329472336E-11#3.8501571335300545E-14#4.075794142277757E-15#6.139911640412718E-16#6.105545260105306E-16#6.164590622143481E-16#1.6149695587706194E-17,4#4#4#6#8#8#8#8#9#10#10#10#10#12,4#4#4#6#8#8#8#8#9#10#10#10#10#12,8#8#8#12#16#16#16#16#18#20#20#20#20#24,6#6#6#6#8#8#8#8#9#9#9#9#9#9,1.97#2.22#2.31#3.83#3.25#3.25#3.25#3.25#3.61#3.61#3.65#3.65#3.65#3.65,1#1#1#1#1#1#1#1#2#2#2#2#2#2,4#4#7#8#14#14#14#14#17#18#18#18#18#20,99.0#99.0#101.0#115.0#183.0#185.0#185.0#185.0#225.0#236.0#247.0#247.0#247.0#263.0,96.70801544189453#95.41132354736328#96.63764953613281#94.50725555419922#82.7813491821289#82.64183807373047#82.64183807373047#82.64183807373047#77.98131561279297#77.73311614990234#76.28565216064453#76.28565216064453#76.28565216064453#75.92549133300781,0#0#0#0#0#0#0#0#1#1#1#1#1#1,1#1#1#1#1#1#1#1#1#1#1#1#1#1,4#4#3#3#6#6#6#6#7#7#8#8#8#8,0#142#189#197#559#601#633#637#640#659#663#694#801#1115,0#7#7#3#15#3#1#5#7#1#8#1#2#4,0#13#15#4#19#6#2#10#9#2#14#2#4#8,0#20#117#158#397#25#6#37#310#50#121#5#10#101,0#0#115#93#375#25#6#37#256#51#112#5#10#94,0#126#344#103#392#33#35#227#122#3#55#122#227#4,0#0#0#1#0#0#0#0#0#0#0#0#0#0,0#0#0#1#0#0#1#0#0#0#0#0#0#0,0#0#0#1#0#0#1#0#0#0#0#0#0#0,2770.json,Buggy,Buggy,Buggy
766,3,0.49669772386550903,0.7449391657169079,0,0,0,1,1.0,0,0,23.0,129.34671020507812,0,2,0,0,0,0,0,0,0,0,0,0,3936.json,NotBuggy,NotBuggy,
766,3,0.36332666873931885,0.8868756133606674,0,0,0,1,0.94,0,0,17.0,131.28770446777344,0,1,0,0,0,0,0,0,0,0,0,0,3943.json,NotBuggy,NotBuggy,
1023,73,0.0,9.09511708976253E-11,3,2,5,4,4.28,2,3,306.0,61.3839111328125,0,0,2,0,0,0,0,0,0,0,0,0,4906.json,NotBuggy,NotBuggy,
1189,3#3,0.41325435042381287#0.5742024183273315,0.7212381583458095#0.9324247650138643,0#0,0#0,0#0,1#1,1.89#1.89,0#0,1#1,22.0#18.0,129.47398376464844#130.7338104248047,0#0,0#0,0#0,0#126,0#3,0#6,0#45,0#23,0#126,0#0,0#0,0#0,4854.json,NotBuggy,NotBuggy,
1016,3#3#3,0.7719694375991821#0.8775427937507629#0.8775427937507629,0.9732141630924112#0.964517555546861#0.964517555546861,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,12.0#13.0#13.0,133.59722900390625#132.9956512451172#132.9956512451172,0#0#0,0#0#0,0#0#0,0#5#603,0#1#0,0#2#0,0#11#0,0#11#0,0#251#91,0#0#0,0#0#0,0#0#0,2807.json,NotBuggy,NotBuggy,
1297,10#10#20#7#7#7#6#8,0.2558131217956543#0.2558131217956543#0.023810777813196182#0.41856104135513306#0.20715530216693878#0.5773347616195679#0.46988216042518616#0.3423331379890442,0.019642305623658974#0.019642305623658974#0.0017815122304503095#0.03584533919328072#0.011112442145689634#0.03182571668616121#0.05003391196494779#0.005158855706093616,3#3#9#2#2#1#1#3,3#3#9#3#3#3#3#4,6#6#18#5#5#4#4#7,4#4#10#4#4#4#4#5,5.6#5.6#3.22#1.81#1.81#1.81#1.89#1.73,0#0#1#0#0#0#0#0,4#4#4#3#5#3#1#5,62.0#62.0#111.0#56.0#62.0#57.0#52.0#70.0,103.20932006835938#103.20932006835938#87.51481628417969#109.57661437988281#108.98745727539062#109.48457336425781#112.5221939086914#105.85163116455078,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,1#1#1#1#1#1#0#1,0#143#234#281#318#346#358#615,0#0#20#4#1#2#5#8,0#0#30#21#2#4#11#14,0#0#404#373#24#49#93#169,0#0#281#297#24#49#87#149,0#109#126#344#4#19#155#203,0#0#0#0#0#0#0#0,0#0#0#0#1#1#0#0,0#0#0#0#1#1#0#0,1253.json,NotBuggy,NotBuggy,
865,3#3,0.7932906150817871#0.7833113670349121,0.8282851226378686#0.8350124587082611,0#0,0#0,0#0,1#1,1.89#1.89,0#0,0#0,17.0#17.0,131.03103637695312#131.03103637695312,0#0,1#1,0#0,0#23,0#1,0#2,0#4,0#4,0#62,0#0,0#0,0#0,4305.json,NotBuggy,NotBuggy,
1008,3,0.7176759839057922,0.8873922145789117,0,0,0,1,1.89,0,1,16.0,131.60296630859375,0,0,0,0,0,0,0,0,0,0,0,0,2737.json,NotBuggy,NotBuggy,
755,3#3#3,0.03305591642856598#0.2182811051607132#0.7996283173561096,0.9163192895217708#0.9158655655891932#0.8384258373457751,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,15.0#15.0#18.0,132.43687438964844#132.43687438964844#131.1385955810547,0#0#0,0#0#1,0#0#0,0#109#195,0#1#2,0#2#4,0#1#20,0#1#20,0#392#8,0#0#0,0#0#0,0#0#0,1964.json,NotBuggy,NotBuggy,
918,3,0.941757082939148,0.985766076903981,0,0,0,1,1.89,0,0,12.0,133.59722900390625,0,0,0,0,0,0,0,0,0,0,0,0,5225.json,NotBuggy,NotBuggy,
766,3,0.5041719675064087,0.8895730199758736,0,0,0,1,0.94,0,1,15.0,132.086669921875,0,0,0,0,0,0,0,0,0,0,0,0,3953.json,NotBuggy,NotBuggy,
1016,2#3#4,0.996904194355011#0.8574784398078918#0.7915294766426086,0.9527712199640664#0.7287711231569608#0.27593268667059484,0#0#0,0#0#0,0#0#0,1#1#1,0.0#1.89#2.0,0#0#0,0#1#1,11.0#19.0#32.0,140.82913208007812#130.45266723632812#122.5160903930664,0#0#0,1#1#1,0#0#1,0#5#8,0#1#2,0#2#3,0#69#94,0#68#94,0#251#103,0#0#1,0#0#1,0#0#1,4336.json,Buggy,Buggy,Buggy
1011,8#10#12#12#13,0.30931827425956726#0.29398366808891296#0.5459398031234741#0.6289028525352478#0.3737286925315857,0.16458773586756337#0.05964304952024425#0.5193449962606778#0.5328767207494173#0.18607388072140557,0#0#0#0#1,0#0#0#0#1,0#0#0#0#2,1#1#1#1#2,3.97#3.69#3.77#3.77#7.66,1#1#1#1#1,2#2#2#2#3,48.0#58.0#51.0#51.0#61.0,108.73355865478516#103.93877410888672#101.74779510498047#101.74779510498047#99.10945129394531,0#0#0#0#0,1#1#1#1#1,0#0#0#0#0,0#69#329#365#504,0#2#3#2#2,0#2#6#4#3,0#90#57#14#93,0#103#27#14#60,0#21#203#392#10,0#0#0#0#0,0#1#0#0#0,0#1#0#0#0,1061.json,NotBuggy,NotBuggy,
853,4#4#4#4,0.06546115130186081#0.0619211383163929#0.06954538822174072#0.27466583251953125,0.2143303874297722#0.25899813656786264#0.23252945595500876#0.3839947671735018,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,2.0#2.0#2.0#2.0,0#0#0#0,3#3#3#3,34.0#33.0#33.0#29.0,122.27970123291016#122.5189437866211#122.5189437866211#123.28064727783203,0#0#0#0,1#1#1#1,0#0#0#0,0#84#198#266,0#1#3#3,0#2#6#6,0#6#40#34,0#6#40#34,0#121#99#21,0#0#0#0,0#0#1#0,0#0#1#0,2353.json,NotBuggy,NotBuggy,
1023,3,0.9682589173316956,0.8452952957133807,0,0,0,1,1.89,0,0,19.0,130.45266723632812,0,1,0,0,0,0,0,0,0,0,0,0,4887.json,NotBuggy,NotBuggy,
766,3,0.022046979516744614,0.3175347032051542,0,0,0,1,0.94,0,2,27.0,128.1388702392578,0,0,0,0,0,0,0,0,0,0,0,0,3935.json,NotBuggy,NotBuggy,
1011,3#3#3#3,0.2970394492149353#0.2970653176307678#0.2216293215751648#0.01617935486137867,0.5243415047017647#0.511846665234184#0.3296663827628682#0.4975129953180237,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,0#0#0#0,23.0#23.0#27.0#24.0,128.97265625#128.97265625#127.98577117919922#128.83535766601562,0#0#0#0,2#2#2#2,0#0#0#0,0#145#167#256,0#2#1#1,0#4#2#2,0#35#32#25,0#34#32#24,0#40#2#49,0#0#0#0,0#0#0#1,0#0#0#1,1901.json,NotBuggy,NotBuggy,
980,14#14#13#12#12,0.014567915350198746#0.014419843442738056#1.8278819334227592E-4#1.9426837388891727E-4#1.0449827823322266E-4,1.9835720975368385E-7#2.0462270845686672E-7#6.470476099526992E-7#1.0354099414424562E-6#7.014969476074704E-8,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.32#1.32#1.44#1.49#1.49,0#0#0#0#0,11#11#10#9#9,129.0#129.0#127.0#123.0#133.0,93.8302001953125#93.8302001953125#95.5262222290039#97.03189849853516#96.39115142822266,0#0#0#0#0,1#1#1#1#1,4#4#2#2#2,0#0#264#342#524,0#2#8#3#4,0#4#19#7#8,0#49#519#83#111,0#0#443#74#99,0#3#74#204#1,0#0#0#0#0,0#0#0#0#1,0#0#0#0#1,4259.json,NotBuggy,NotBuggy,
836,3#3,0.07924525439739227#0.09091370552778244,0.1493792039856263#0.1903807386661742,0#0,0#0,0#0,1#1,1.89#1.89,0#0,2#2,32.0#31.0,126.9658203125#127.19728088378906,0#0,1#1,0#0,0#67,0#1,0#2,0#9,0#6,0#121,0#0,0#0,0#0,2961.json,NotBuggy,NotBuggy,
1360,1#3#3#3#3,0.9880495071411133#0.9700493812561035#0.9700493812561035#0.9676591753959656#0.9676591753959656,0.8055316941025739#0.9862614833288892#0.9862614833288892#0.992231209476453#0.992231209476453,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,0.0#1.89#1.89#1.89#1.89,0#0#0#0#0,0#0#0#0#0,13.0#13.0#13.0#12.0#12.0,150.7931671142578#132.9956512451172#132.9956512451172#133.59722900390625#133.59722900390625,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#297#705#714#722,0#3#1#2#1,0#4#2#4#2,0#41#1#8#1,0#0#1#8#1,0#126#99#392#204,0#0#0#0#0,0#0#1#0#0,0#0#1#0#0,2288.json,NotBuggy,NotBuggy,
1360,3#3#3#3#3#3,0.8006705045700073#0.8208032846450806#0.8121516108512878#0.9494204521179199#0.9494204521179199#0.9494204521179199,0.44378222698477343#0.45610033755536133#0.4661390946518831#0.655840838236174#0.655840838236174#0.6668506599314573,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,3.77#3.77#3.77#1.89#1.89#1.89,0#0#0#0#0#0,0#0#0#0#0#0,24.0#24.0#24.0#21.0#21.0#21.0,128.83535766601562#128.83535766601562#128.83535766601562#129.7158966064453#129.7158966064453#129.7158966064453,0#0#0#0#0#0,2#2#2#1#1#1,0#0#0#0#0#0,0#65#83#297#344#849,0#1#1#3#0#1,0#2#2#6#0#2,0#16#1#76#0#1,0#16#1#63#0#1,0#125#49#126#344#122,0#0#0#0#0#0,0#1#0#0#0#0,0#1#0#0#0#0,3416.json,NotBuggy,NotBuggy,
795,10#10#10,0.09801989793777466#0.056395746767520905#0.17265263199806213,0.003246436866367567#5.767726391520165E-4#0.0029490486905343733,1#1#1,1#1#1,2#2#2,2#2#2,3.67#3.67#3.95,1#1#1,4#6#4,76.0#83.0#77.0,102.17544555664062#101.6024169921875#102.06786346435547,0#0#0,1#1#1,0#0#0,0#198#234,0#1#2,0#2#3,0#37#137,0#37#33,0#15#10,0#0#0,0#1#0,0#1#0,5139.json,NotBuggy,NotBuggy,
748,5,0.4627549350261688,0.818047273501239,0,0,0,1,1.96,0,3,25.0,120.7502212524414,0,0,0,0,0,0,0,0,0,0,0,0,2459.json,NotBuggy,NotBuggy,
1360,9#9#9#9#9#9#9#9#9,0.0578821562230587#0.14065948128700256#0.13383229076862335#0.06950061768293381#0.06940723955631256#0.2550489604473114#0.3669722378253937#0.32336288690567017#0.14565731585025787,6.552733474004078E-4#0.0014461866276554993#0.001441212415975155#9.87829748263193E-4#0.0010999361256159674#0.021318402308443184#0.03040299235947517#0.028281506555833776#0.018569047091312813,3#1#1#1#1#2#2#2#2,3#1#1#2#2#2#2#2#2,6#2#2#3#3#4#4#4#4,4#3#3#3#3#3#3#3#3,5.96#6.29#6.29#1.89#2.95#2.95#2.95#2.95#2.95,2#1#1#1#1#2#2#2#2,6#4#4#6#6#5#5#5#5,78.0#68.0#68.0#74.0#74.0#62.0#61.0#61.0#61.0,103.3708267211914#104.15278625488281#104.15278625488281#103.75135040283203#103.75135040283203#104.83882141113281#105.01719665527344#105.01719665527344#105.01719665527344,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,1#1#1#2#2#1#1#1#1,0#65#160#169#297#344#573#792#928,0#8#1#7#2#9#1#4#1,0#17#2#14#4#17#2#8#3,0#361#6#183#8#287#12#53#9,0#375#6#147#0#270#12#53#8,0#125#21#6#126#344#27#227#21,0#0#1#0#0#0#0#0#0,0#1#1#1#0#0#0#0#1,0#1#1#1#0#0#0#0#1,2632.json,Buggy,NotBuggy,NotBuggy
1360,3#3#3#3#3#3#3#3#3,0.3672907054424286#0.3672907054424286#0.3672907054424286#0.7470107078552246#0.3652784824371338#0.018302446231245995#0.020082352682948112#0.020082352682948112#0.021330486983060837,0.6521265111754737#0.6521265111754737#0.6521265111754737#0.8885811511050835#0.7684515306426373#0.3693164849418552#0.36018424707818325#0.36018424707818325#0.3484853468038624,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,3.77#3.77#3.77#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0#0#0,2#2#2#0#2#2#2#2#2,19.0#19.0#19.0#15.0#19.0#26.0#26.0#26.0#26.0,130.45266723632812#130.45266723632812#130.45266723632812#131.9385528564453#130.45266723632812#128.41912841796875#128.41912841796875#128.41912841796875#128.41912841796875,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#65#76#297#344#511#706#792#956,0#0#0#3#1#1#1#0#1,0#0#0#6#2#2#2#0#2,0#0#0#35#22#38#15#0#4,0#0#0#22#22#39#15#0#4,0#125#35#126#344#24#30#227#227,0#0#0#0#0#0#0#0#0,0#1#0#0#0#0#0#0#0,0#1#0#0#0#0#0#0#0,3588.json,NotBuggy,NotBuggy,
842,13,0.00619669072329998,1.5079842625270458E-5,3,3,6,4,4.67,3,9,110.0,95.32344818115234,0,1,2,0,0,0,0,0,0,0,0,0,2958.json,NotBuggy,NotBuggy,
939,3#3,0.5048728585243225#0.7568413615226746,0.84867600870956#0.9020648899757892,0#0,0#0,0#0,1#1,1.89#1.89,0#0,2#2,18.0#16.0,130.99049377441406#131.91592407226562,0#0,0#0,0#0,0#257,0#1,0#2,0#6,0#6,0#203,0#0,0#0,0#0,1424.json,NotBuggy,NotBuggy,
1081,2#2#2#2,0.7524945735931396#0.7524945735931396#0.9668415784835815#0.8139859437942505,0.9636085746513329#0.9636085746513329#0.9796500888717171#0.9631228343940265,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,0.0#0.0#0.0#0.0,0#0#0#0,0#0#0#0,9.0#9.0#9.0#9.0,142.4026641845703#142.4026641845703#142.4026641845703#142.4026641845703,0#0#0#0,0#0#0#0,0#0#0#0,0#18#70#435,0#0#1#1,0#0#2#2,0#0#10#8,0#0#10#8,0#126#251#392,0#0#0#0,0#0#0#0,0#0#0#0,841.json,NotBuggy,NotBuggy,
939,4,0.022423453629016876,0.057406345897783394,2,1,3,2,2.0,0,1,43.0,120.35902404785156,0,2,1,0,0,0,0,0,0,0,0,0,1220.json,NotBuggy,NotBuggy,
865,3#3,0.7932906150817871#0.7578322887420654,0.8282851226378686#0.9574635520209481,0#0,0#0,0#0,1#1,1.89#1.89,0#0,0#0,17.0#12.0,131.03103637695312#133.59722900390625,0#0,1#0,0#0,0#23,0#1,0#2,0#26,0#26,0#62,0#0,0#0,0#0,4392.json,NotBuggy,NotBuggy,
843,3#3#3,0.9703206419944763#0.9735705852508545#0.9735705852508545,0.9309080943400566#0.9278768944060415#0.9278768944060415,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,12.0#12.0#12.0,133.59722900390625#133.59722900390625#133.59722900390625,0#0#0,0#0#0,0#0#0,0#7#197,0#1#0,0#2#0,0#25#0,0#4#0,0#33#392,0#0#0,0#0#0,0#0#0,3097.json,NotBuggy,NotBuggy,
748,16#16,0.06223078444600105#0.061483897268772125,2.3686627307903033E-4#1.0294320528714032E-4,2#2,2#2,4#4,4#4,3.46#3.46,2#2,4#5,108.0#111.0,92.0887451171875#91.87999725341797,0#0,2#2,3#3,0#3,0#1,0#2,0#14,0#15,0#19,0#0,0#0,0#0,2456.json,NotBuggy,NotBuggy,
1011,3#3#3,0.8819122910499573#0.6421036720275879#0.6421036720275879,0.9568859258218805#0.9130369718693135#0.9130369718693135,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,12.0#15.0#15.0,133.59722900390625#131.9385528564453#131.9385528564453,0#0#0,0#0#0,0#0#0,0#167#365,0#1#0,0#2#0,0#22#0,0#22#0,0#218#392,0#0#0,0#0#0,0#0#0,3075.json,NotBuggy,NotBuggy,
1150,3#3#3#3#3#3#3,0.6705988645553589#0.6705988645553589#0.6464307904243469#0.5371307730674744#0.5514336228370667#0.5514336228370667#0.5656519532203674,0.7168299707272705#0.7168299707272705#0.7250297347900857#0.6430019452009951#0.6439301680791579#0.6439301680791579#0.6188687241784461,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0,1#1#1#1#1#1#1,18.0#18.0#18.0#20.0#20.0#20.0#20.0,130.7338104248047#130.7338104248047#130.7338104248047#129.9696044921875#129.9696044921875#129.9696044921875#129.9696044921875,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#87#211#393#580#598#635,0#0#1#1#1#0#1,0#0#2#2#2#0#2,0#0#5#13#7#0#7,0#0#5#13#7#0#7,0#126#155#3#44#1#367,0#0#0#0#0#0#1,0#0#0#0#0#0#1,0#0#0#0#0#0#1,189.json,Buggy,NotBuggy,NotBuggy
1360,1#3#3#3#3,0.9880495071411133#0.9700493812561035#0.9700493812561035#0.9676591753959656#0.9676591753959656,0.8055316941025739#0.9862614833288892#0.9862614833288892#0.992231209476453#0.992231209476453,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,0.0#1.89#1.89#1.89#1.89,0#0#0#0#0,0#0#0#0#0,13.0#13.0#13.0#12.0#12.0,150.7931671142578#132.9956512451172#132.9956512451172#133.59722900390625#133.59722900390625,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#297#705#714#722,0#3#1#2#1,0#4#2#4#2,0#41#1#8#1,0#0#1#8#1,0#126#99#392#204,0#0#0#0#0,0#0#1#0#0,0#0#1#0#0,2315.json,NotBuggy,NotBuggy,
1023,3,0.6927386522293091,0.955789725856789,0,0,0,1,1.89,0,0,18.0,130.621337890625,0,0,0,0,0,0,0,0,0,0,0,0,4893.json,NotBuggy,NotBuggy,
766,3,0.9436360597610474,0.9266551864323997,0,0,0,1,0.94,0,0,15.0,132.086669921875,0,1,0,0,0,0,0,0,0,0,0,0,3926.json,NotBuggy,NotBuggy,
1023,5,0.1975117325782776,0.06295890369539853,1,2,3,3,1.96,0,1,47.0,116.10863494873047,0,1,0,0,0,0,0,0,0,0,0,0,4931.json,NotBuggy,NotBuggy,
1150,5#5#5#4#10#12,0.07295934110879898#0.038324132561683655#0.06455986946821213#0.10213802009820938#0.0021941622253507376#0.007873877882957458,0.013013083617537842#0.008457737280717028#0.009699169558033936#0.012944390527787262#9.87724828806088E-7#1.0148109265647869E-5,0#0#0#0#1#3,0#0#0#0#1#2,0#0#0#0#2#5,1#1#1#1#2#3,1.96#1.96#1.96#2.0#3.0#2.56,0#0#0#0#1#1,3#3#3#6#12#8,49.0#53.0#53.0#48.0#106.0#99.0,116.04459381103516#115.7303695678711#115.7303695678711#119.86056518554688#99.96302795410156#97.24384307861328,0#0#0#0#1#0,1#1#1#1#1#1,0#0#0#0#3#2,0#2#87#419#563#606,0#2#3#2#7#9,0#4#6#5#7#17,0#132#16#171#502#446,0#137#0#163#351#340,0#30#126#10#1#3,0#1#0#0#0#0,0#1#0#0#0#0,0#1#0#0#0#0,1604.json,Buggy,Buggy,Buggy
941,1#3#3,0.9949131608009338#0.8865925073623657#0.8865925073623657,0.8840752043578662#0.9756827120622407#0.9756827120622407,0#0#0,0#0#0,0#0#0,1#1#1,0.0#1.89#1.89,0#0#0,0#0#0,13.0#13.0#13.0,150.7931671142578#132.9956512451172#132.9956512451172,0#0#0,0#0#0,0#0#0,0#187#219,0#3#0,0#6#0,0#37#0,0#7#0,0#12#75,0#0#0,0#1#0,0#1#0,288.json,NotBuggy,NotBuggy,
842,6,0.07630377262830734,0.013162433654750848,2,2,4,3,2.75,1,3,55.0,112.1241455078125,0,1,0,0,0,0,0,0,0,0,0,0,2957.json,NotBuggy,NotBuggy,
